value,value_label,cohort,variable,variable_label
9,9.non-responding spouse,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
6,6.no asset,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h5afmort,h5afmort:w5 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
6,6.no asset,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h6afmort,h6afmort:w6 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
6,6.no asset,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h7afmort,h7afmort:w7 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
6,6.no asset,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h8afmort,h8afmort:w8 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
6,6.no asset,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h9afmort,h9afmort:w9 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
6,6.no asset,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h10afmort,h10afmort:w10 flag: value of mortgage/prim res
0,0.Inap,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
1,"1.Resp, alive",MHAS,r1iwstat,r1iwstat: w1 R Interview Status
4,"4.NR, alive",MHAS,r1iwstat,r1iwstat: w1 R Interview Status
5,"5.NR, died this wave",MHAS,r1iwstat,r1iwstat: w1 R Interview Status
6,"6.NR, died prev wave",MHAS,r1iwstat,r1iwstat: w1 R Interview Status
7,"7.NR, dropped from sample",MHAS,r1iwstat,r1iwstat: w1 R Interview Status
9,"9.NR, dk if alive or died",MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.d:DK,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.i:Invalid,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.m:Missing,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.r:Refuse,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.s:Skip,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.u:Unmar,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
,.v:SP NR,MHAS,r1iwstat,r1iwstat: w1 R Interview Status
0,0.Inap,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
1,"1.Resp, alive",MHAS,r2iwstat,r2iwstat: w2 R Interview Status
4,"4.NR, alive",MHAS,r2iwstat,r2iwstat: w2 R Interview Status
5,"5.NR, died this wave",MHAS,r2iwstat,r2iwstat: w2 R Interview Status
6,"6.NR, died prev wave",MHAS,r2iwstat,r2iwstat: w2 R Interview Status
7,"7.NR, dropped from sample",MHAS,r2iwstat,r2iwstat: w2 R Interview Status
9,"9.NR, dk if alive or died",MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.d:DK,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.i:Invalid,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.m:Missing,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.r:Refuse,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.s:Skip,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.u:Unmar,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
,.v:SP NR,MHAS,r2iwstat,r2iwstat: w2 R Interview Status
0,0.Inap,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
1,"1.Resp, alive",MHAS,r3iwstat,r3iwstat: w3 R Interview Status
4,"4.NR, alive",MHAS,r3iwstat,r3iwstat: w3 R Interview Status
5,"5.NR, died this wave",MHAS,r3iwstat,r3iwstat: w3 R Interview Status
6,"6.NR, died prev wave",MHAS,r3iwstat,r3iwstat: w3 R Interview Status
7,"7.NR, dropped from sample",MHAS,r3iwstat,r3iwstat: w3 R Interview Status
9,"9.NR, dk if alive or died",MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.d:DK,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.i:Invalid,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.m:Missing,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.r:Refuse,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.s:Skip,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.u:Unmar,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
,.v:SP NR,MHAS,r3iwstat,r3iwstat: w3 R Interview Status
0,0.Inap,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
1,"1.Resp, alive",MHAS,r4iwstat,r4iwstat: w4 R Interview Status
4,"4.NR, alive",MHAS,r4iwstat,r4iwstat: w4 R Interview Status
5,"5.NR, died this wave",MHAS,r4iwstat,r4iwstat: w4 R Interview Status
6,"6.NR, died prev wave",MHAS,r4iwstat,r4iwstat: w4 R Interview Status
7,"7.NR, dropped from sample",MHAS,r4iwstat,r4iwstat: w4 R Interview Status
9,"9.NR, dk if alive or died",MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.d:DK,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.i:Invalid,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.m:Missing,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.r:Refuse,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.s:Skip,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.u:Unmar,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
,.v:SP NR,MHAS,r4iwstat,r4iwstat: w4 R Interview Status
0,0.Inap,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
1,"1.Resp, alive",MHAS,r5iwstat,r5iwstat: w5 R Interview Status
4,"4.NR, alive",MHAS,r5iwstat,r5iwstat: w5 R Interview Status
5,"5.NR, died this wave",MHAS,r5iwstat,r5iwstat: w5 R Interview Status
6,"6.NR, died prev wave",MHAS,r5iwstat,r5iwstat: w5 R Interview Status
7,"7.NR, dropped from sample",MHAS,r5iwstat,r5iwstat: w5 R Interview Status
9,"9.NR, dk if alive or died",MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.d:DK,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.i:Invalid,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.m:Missing,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.r:Refuse,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.s:Skip,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.u:Unmar,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
,.v:SP NR,MHAS,r5iwstat,r5iwstat: w5 R Interview Status
0,0.Inap,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
1,"1.Resp, alive",MHAS,r6iwstat,r6iwstat: w6 R Interview Status
4,"4.NR, alive",MHAS,r6iwstat,r6iwstat: w6 R Interview Status
5,"5.NR, died this wave",MHAS,r6iwstat,r6iwstat: w6 R Interview Status
6,"6.NR, died prev wave",MHAS,r6iwstat,r6iwstat: w6 R Interview Status
7,"7.NR, dropped from sample",MHAS,r6iwstat,r6iwstat: w6 R Interview Status
9,"9.NR, dk if alive or died",MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.d:DK,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.i:Invalid,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.m:Missing,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.r:Refuse,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.s:Skip,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.u:Unmar,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
,.v:SP NR,MHAS,r6iwstat,r6iwstat: w6 R Interview Status
0,0.Inap,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
1,"1.Resp, alive",MHAS,s1iwstat,s1iwstat: w1 S Interview Status
4,"4.NR, alive",MHAS,s1iwstat,s1iwstat: w1 S Interview Status
5,"5.NR, died this wave",MHAS,s1iwstat,s1iwstat: w1 S Interview Status
6,"6.NR, died prev wave",MHAS,s1iwstat,s1iwstat: w1 S Interview Status
7,"7.NR, dropped from sample",MHAS,s1iwstat,s1iwstat: w1 S Interview Status
9,"9.NR, dk if alive or died",MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.d:DK,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.i:Invalid,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.m:Missing,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.r:Refuse,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.s:Skip,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.u:Unmar,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
,.v:SP NR,MHAS,s1iwstat,s1iwstat: w1 S Interview Status
0,0.Inap,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
1,"1.Resp, alive",MHAS,s2iwstat,s2iwstat: w2 S Interview Status
4,"4.NR, alive",MHAS,s2iwstat,s2iwstat: w2 S Interview Status
5,"5.NR, died this wave",MHAS,s2iwstat,s2iwstat: w2 S Interview Status
6,"6.NR, died prev wave",MHAS,s2iwstat,s2iwstat: w2 S Interview Status
7,"7.NR, dropped from sample",MHAS,s2iwstat,s2iwstat: w2 S Interview Status
9,"9.NR, dk if alive or died",MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.d:DK,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.i:Invalid,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.m:Missing,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.r:Refuse,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.s:Skip,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.u:Unmar,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
,.v:SP NR,MHAS,s2iwstat,s2iwstat: w2 S Interview Status
0,0.Inap,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
1,"1.Resp, alive",MHAS,s3iwstat,s3iwstat: w3 S Interview Status
4,"4.NR, alive",MHAS,s3iwstat,s3iwstat: w3 S Interview Status
5,"5.NR, died this wave",MHAS,s3iwstat,s3iwstat: w3 S Interview Status
6,"6.NR, died prev wave",MHAS,s3iwstat,s3iwstat: w3 S Interview Status
7,"7.NR, dropped from sample",MHAS,s3iwstat,s3iwstat: w3 S Interview Status
9,"9.NR, dk if alive or died",MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.d:DK,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.i:Invalid,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.m:Missing,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.r:Refuse,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.s:Skip,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.u:Unmar,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
,.v:SP NR,MHAS,s3iwstat,s3iwstat: w3 S Interview Status
0,0.Inap,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
1,"1.Resp, alive",MHAS,s4iwstat,s4iwstat: w4 S Interview Status
4,"4.NR, alive",MHAS,s4iwstat,s4iwstat: w4 S Interview Status
5,"5.NR, died this wave",MHAS,s4iwstat,s4iwstat: w4 S Interview Status
6,"6.NR, died prev wave",MHAS,s4iwstat,s4iwstat: w4 S Interview Status
7,"7.NR, dropped from sample",MHAS,s4iwstat,s4iwstat: w4 S Interview Status
9,"9.NR, dk if alive or died",MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.d:DK,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.i:Invalid,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.m:Missing,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.r:Refuse,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.s:Skip,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.u:Unmar,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
,.v:SP NR,MHAS,s4iwstat,s4iwstat: w4 S Interview Status
0,0.Inap,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
1,"1.Resp, alive",MHAS,s5iwstat,s5iwstat: w5 S Interview Status
4,"4.NR, alive",MHAS,s5iwstat,s5iwstat: w5 S Interview Status
5,"5.NR, died this wave",MHAS,s5iwstat,s5iwstat: w5 S Interview Status
6,"6.NR, died prev wave",MHAS,s5iwstat,s5iwstat: w5 S Interview Status
7,"7.NR, dropped from sample",MHAS,s5iwstat,s5iwstat: w5 S Interview Status
9,"9.NR, dk if alive or died",MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.d:DK,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.i:Invalid,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.m:Missing,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.r:Refuse,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.s:Skip,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.u:Unmar,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
,.v:SP NR,MHAS,s5iwstat,s5iwstat: w5 S Interview Status
0,0.Inap,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
1,"1.Resp, alive",MHAS,s6iwstat,s6iwstat: w6 S Interview Status
4,"4.NR, alive",MHAS,s6iwstat,s6iwstat: w6 S Interview Status
5,"5.NR, died this wave",MHAS,s6iwstat,s6iwstat: w6 S Interview Status
6,"6.NR, died prev wave",MHAS,s6iwstat,s6iwstat: w6 S Interview Status
7,"7.NR, dropped from sample",MHAS,s6iwstat,s6iwstat: w6 S Interview Status
9,"9.NR, dk if alive or died",MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.d:DK,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.i:Invalid,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.m:Missing,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.r:Refuse,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.s:Skip,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.u:Unmar,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
,.v:SP NR,MHAS,s6iwstat,s6iwstat: w6 S Interview Status
-1,-1.No Imput:section not complete,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
0,0.Not imputed,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
1,1.Imputed,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.d:DK,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.i:Invalid,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.m:Missing,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.r:Refuse,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.s:Skip,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.u:Unmar,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
,.v:SP NR,MHAS,h1afmort,h1afmort:w1 AsstFlag: value of mortgage/prim res
-1,-1.No Imput:section not complete,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
0,0.Not imputed,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
1,1.Imputed,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.d:DK,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.i:Invalid,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.m:Missing,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.r:Refuse,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.s:Skip,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.u:Unmar,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
,.v:SP NR,MHAS,h2afmort,h2afmort:w2 AsstFlag: value of mortgage/prim res
-1,-1.No Imput:section not complete,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
0,0.Not imputed,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
1,1.Imputed,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.d:DK,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.i:Invalid,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.m:Missing,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.r:Refuse,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.s:Skip,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.u:Unmar,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
,.v:SP NR,MHAS,h3afmort,h3afmort:w3 AsstFlag: value of mortgage/prim res
-1,-1.No Imput:section not complete,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
0,0.Not imputed,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
1,1.Imputed,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.d:DK,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.i:Invalid,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.m:Missing,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.r:Refuse,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.s:Skip,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.u:Unmar,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
,.v:SP NR,MHAS,h4afmort,h4afmort:w4 AsstFlag: value of mortgage/prim res
-1,-1.No Imput:section not complete,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
0,0.Not imputed,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
1,1.Imputed,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.d:DK,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.i:Invalid,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.m:Missing,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.r:Refuse,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.s:Skip,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.u:Unmar,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
,.v:SP NR,MHAS,h5afmort,h5afmort:w5 AsstFlag: value of mortgage/prim res
-1,-1.No Imput:section not complete,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
0,0.Not imputed,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
1,1.Imputed,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.d:DK,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.i:Invalid,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.m:Missing,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.r:Refuse,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.s:Skip,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.u:Unmar,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
,.v:SP NR,MHAS,h6afmort,h6afmort:w6 AsstFlag: value of mortgage/prim res
0,0.No,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
1,1.Yes,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
,.d:DK,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
,.e:Error,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
,.f:No children,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
,.i:Invalid,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
,.m:Missing,MHAS,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
